kepid,kepoi_name,kepler_name,ra,dec
11868941,K05939.01,,294.35275,50.185989
11905398,K05940.01,,286.48987,50.230068
11910670,K05941.01,,289.65152,50.282619
11911929,K05942.01,,290.3689,50.27055
11923213,K05943.01,,296.20459,50.236328
11924426,K05944.01,,296.70383,50.281551
11959893,K05945.01,,289.58356,50.348137
11966643,K05946.01,,293.52264,50.308079
11968514,K05947.01,,294.36172,50.307598
12007270,K05948.01,,288.18256,50.49836
12009917,K05949.01,,289.68549,50.409229
12020376,K05950.01,,295.4801,50.42128
12066767,K05951.01,,294.17059,50.593632
12071775,K05952.01,,296.40887,50.585171
12102775,K05953.01,,286.39944,50.625679
12105086,K05954.01,,288.05573,50.65369
12110901,K05955.01,,291.59988,50.635891
12121701,K05956.01,,296.90057,50.628059
12156805,K05957.01,,289.96442,50.791859
12165063,K05958.01,,294.52161,50.795456
12168895,K05959.01,,296.24155,50.78051
12170767,K05960.01,,297.0217,50.769112
12253490,K05961.01,,288.64325,50.90118
12257851,K05962.01,,291.20724,50.91663
12265150,K05963.01,,295.12543,50.906052
12300524,K05964.01,,287.09006,51.01606
12349560,K05965.01,,286.93784,51.123508
12350136,K05966.01,,287.35873,51.158321
10964747,K05844.01,,285.86667,48.407742
10967168,K05845.01,,287.37283,48.465542
10977671,K05846.01,,292.81577,48.422169
10978581,K05847.01,,293.26508,48.426399
10979952,K05848.01,,293.88602,48.469292
10989620,K05849.01,,297.61707,48.408089
10991389,K05850.01,,298.29181,48.465691
12401859,K05967.01,,288.142,51.245602
12402588,K05968.01,,288.53769,51.280384
12405436,K05969.01,,290.1449,51.25771
12417572,K05970.01,,295.91843,51.250118
12418418,K05971.01,,296.26324,51.26609
12505590,K05972.01,,288.62769,51.400131
12506986,K05973.01,,289.4024,51.441738
10991431,K05851.01,,298.30725,48.48246
11021266,K05852.01,,287.36044,48.5564
11021676,K05853.01,,287.60306,48.599289
11026582,K05854.01,,290.25085,48.558701
11036168,K05855.01,,294.79651,48.557861
11037818,K05856.01,Kepler-1638 b,295.48242,48.524441
11046723,K05857.01,,298.71347,48.545479
11046870,K05858.01,,298.75833,48.59779
12554212,K05974.01,,288.9162,51.534962
12645262,K05975.01,,289.40317,51.736649
12645761,K05976.01,,289.70395,51.714401
12690465,K05977.01,,289.70395,51.871689
12734110,K05978.01,,288.71906,51.914211
12735793,K05979.01,,289.79166,51.993721
12736658,K05980.01,,290.26956,51.916302
12835139,K05981.01,,290.38977,52.171055
11069681,K05859.01,,283.30917,48.685829
11072982,K05860.01,,285.56879,48.632099
11073238,K05861.01,,285.72473,48.607632
11076176,K05862.01,,287.57657,48.679379
11080702,K05863.01,,290.00208,48.655361
11082795,K05864.01,,291.17084,48.649261
11090561,K05865.01,,294.86819,48.649578
11090926,K05866.01,,295.02325,48.680649
11097752,K05867.01,,297.6507,48.617802
11098704,K05868.01,,298.02136,48.626141
11100170,K05869.01,,298.57523,48.668362
11129145,K05870.01,,287.46823,48.758659
11145391,K05871.01,,295.4769,48.765079
11145637,K05872.01,,295.56812,48.759811
11147785,K05873.01,,296.32471,48.783112
11152511,K05874.01,,298.06229,48.724918
11176166,K05875.01,Kepler-1639 b,283.06863,48.802078
11182213,K05876.01,,287.22351,48.813251
11183752,K05877.01,,288.21854,48.886742
11191364,K05878.01,,292.33502,48.87252
11198419,K05879.01,,295.57629,48.897861
11199233,K05880.01,,295.89526,48.832939
11251991,K05881.01,,295.46149,48.903751
11298442,K05882.01,,292.61597,49.003139
11305417,K05883.01,,295.74002,49.01152
11338918,K05884.01,,285.33615,49.190769
11340218,K05885.01,,286.12357,49.105289
11341266,K05886.01,,286.79611,49.19426
11341314,K05887.01,,286.83151,49.18824
11348610,K05888.01,,290.8688,49.105068
11351454,K05889.01,,292.39926,49.173641
11355925,K05890.01,,294.52682,49.175072
11391512,K05891.01,,285.2085,49.207829
11393248,K05892.01,,286.30084,49.211319
11393633,K05893.01,,286.55554,49.240501
11401845,K05894.01,,291.297,49.244469
11407847,K05895.01,,294.30084,49.240311
11414368,K05896.01,,296.96423,49.202339
8355178,K06178.02,,287.53177,44.30801
8374077,K06179.01,,294.8566,44.322041
8494783,K06180.01,,291.63733,44.56422
8494783,K06180.02,,291.63733,44.56422
8517303,K06181.01,,298.75,44.57254
8590149,K06182.01,,300.90247,44.61261
10055126,K01608.03,Kepler-311 d,282.06128,47.085491
8590149,K06182.02,,300.90247,44.61261
3559935,K00492.02,,295.18292,38.654228
9285265,K03410.02,Kepler-1491 c,293.62976,45.74065
3559860,K03440.02,,295.16721,38.637081
5384713,K03444.04,,297.4292,40.561909
6364582,K03456.02,,292.00204,41.786961
6525209,K03479.02,,292.72137,41.904919
6368175,K03503.02,Kepler-1703 c,293.15085,41.729252
5471158,K03504.02,,297.5798,40.603001
10407086,K04568.02,,292.79254,47.576721
9947653,K04647.02,,290.25931,46.885109
6527078,K04657.02,,293.29279,41.997589
12416597,K04895.02,,295.51495,51.203739
2309587,K05982.01,,292.89972,37.659309
2445134,K05983.01,,291.8497,37.738621
3241344,K05984.01,,293.01654,38.318451
3347485,K05985.01,,292.77972,38.448551
2019477,K06093.02,,292.55194,37.421211
2161623,K06094.01,,291.74445,37.591019
2707097,K06095.01,,290.04553,37.939384
2719873,K06096.01,,292.9306,37.96442
8158127,K01015.03,,289.09689,44.004379
2852810,K06097.01,,291.51575,38.058418
2852810,K06097.02,,291.51575,38.058418
2852810,K06097.03,,291.51575,38.058418
8590780,K06183.01,,301.16916,44.645962
8613338,K06184.01,,286.85727,44.766392
8646141,K06185.01,,298.54065,44.767578
8653134,K06186.01,Kepler-1643 b,300.431,44.751015
8702921,K06187.01,,296.66501,44.853069
8822421,K06188.01,,293.24701,45.056461
8957954,K06189.01,,293.68591,45.238609
8984706,K06190.01,,300.93588,45.205688
4247807,K03748.02,,287.16849,39.379581
4472818,K03878.02,,293.88541,39.51981
8030339,K03954.02,Kepler-1534 b,292.39539,43.869068
8037145,K00520.04,Kepler-176 e,294.66797,43.85326
5471059,K03956.02,,297.55859,40.63467
5471675,K04000.02,,297.72037,40.6502
8934103,K04009.02,,283.3457,45.27446
9551430,K04030.02,,300.18863,46.185768
3530668,K05986.01,,287.03967,38.640308
3532985,K05987.01,,287.91516,38.640781
10718726,K00600.02,,286.24982,48.06094
3831911,K05988.01,,285.05515,38.985008
3852258,K05989.01,,291.98096,38.97118
3858919,K05990.01,,293.70291,38.956291
3869326,K05991.01,,296.03302,38.936691
3971315,K05992.01,,295.69324,39.006538
2852810,K06097.04,,291.51575,38.058418
2997455,K06098.01,,293.1304,38.127789
3003991,K06099.01,,294.48996,38.199619
3003991,K06099.02,,294.48996,38.199619
3229028,K06100.01,,289.81143,38.324951
3229028,K06100.02,,289.81143,38.324951
3230787,K06101.01,,290.25485,38.34166
5956656,K01053.02,,290.60794,41.201092
9093086,K06191.01,,293.40323,45.493809
9015738,K01616.02,,289.50635,45.370998
7954278,K07859.01,,289.82599,43.725231
9093086,K06191.02,,293.40323,45.493809
9101400,K06192.01,,296.03485,45.490822
9119652,K06193.01,,300.95703,45.449188
9145861,K06194.01,,287.84042,45.599751
9145861,K06194.02,,287.84042,45.599751
9153823,K06195.01,,291.48495,45.54567
7100673,K04032.03,Kepler-1542 d,285.72849,42.65453
7100673,K04032.04,Kepler-1542 e,285.72849,42.65453
10089911,K04034.02,,297.1243,47.037022
4150496,K04046.02,,289.71487,39.283871
3747817,K04103.02,,291.67682,38.874908
6129694,K04131.02,,293.71811,41.430939
8162789,K00521.02,,290.73517,44.09132
9899315,K04181.02,,295.19983,46.731731
4037428,K05993.01,,285.14496,39.186989
4049124,K05994.01,,289.31421,39.131359
4275328,K05995.01,,294.68643,39.396561
4753561,K05996.01,,293.73715,39.825859
4912991,K05997.01,,288.47214,40.087662
5613330,K00649.02,,289.77325,40.80072
5036966,K05998.01,,297.95358,40.153252
5254230,K05999.01,,284.04843,40.408539
3545840,K06102.01,,291.75204,38.66254
3634051,K06103.01,Kepler-1981 b,287.97546,38.74028
7967517,K07860.01,,294.41693,43.799587
3634051,K06103.02,,287.97546,38.74028
3761319,K06104.01,,295.05994,38.855911
3761319,K06104.02,,295.05994,38.855911
3762553,K06105.01,,295.32828,38.8475
3965879,K06106.01,,294.4754,39.00388
4035675,K06107.01,,284.62463,39.17878
9282687,K06196.01,,292.57278,45.757729
9289960,K06197.01,,295.34586,45.768803
9291629,K06198.01,,295.90674,45.724098
9304842,K06199.01,,299.77258,45.778999
6975129,K01628.03,,298.39575,42.459751
9304923,K06200.01,,299.79901,45.735371
9343862,K06201.01,,292.43274,45.853409
9389245,K06202.01,,284.14114,45.944641
9828127,K04192.02,,290.58612,46.642689
5177859,K04246.02,,289.07397,40.366009
11081504,K04287.02,,290.45831,48.661369
5385410,K04323.02,,297.58194,40.5313
3645438,K04385.02,Kepler-1600 b,291.39938,38.78775
8110757,K07865.01,,296.18478,43.980751
3645438,K04385.03,,291.39938,38.78775
8278685,K04435.02,,281.95569,44.261532
5511659,K04541.02,,283.25119,40.72311
5385139,K06000.01,,297.52072,40.585419
5385150,K06001.01,,297.52277,40.581341
5385269,K06002.01,,297.55103,40.557388
8210370,K07872.01,,280.77213,44.18874
5385509,K06003.01,,297.6044,40.53286
5385566,K06004.01,,297.61758,40.506771
5385773,K06005.01,,297.66727,40.51413
5386163,K06006.01,,297.75357,40.55262
5470960,K06007.01,,297.5343,40.653389
4139254,K06108.01,,285.8627,39.20528
4144236,K06109.01,,287.83334,39.221272
10141900,K01082.04,,292.14447,47.157349
4144236,K06109.02,,287.83334,39.221272
4150701,K06110.01,,289.76312,39.245178
4255944,K06111.01,,289.84818,39.331463
4285087,K06112.01,,296.64883,39.318588
4346875,K06113.01,,285.58578,39.47913
9394605,K06203.01,,287.15613,45.979259
9471755,K06204.01,,294.48807,46.002289
9479460,K06205.01,,297.11075,46.0896
9549472,K06206.01,,299.6091,46.11824
9576197,K06207.01,,285.88449,46.289829
8110758,K07866.01,,296.18518,43.978649
9579860,K06208.01,,288.01651,46.206921
9655711,K06209.01,,294.444,46.335972
5856571,K01839.02,,284.09457,41.182819
8222395,K07873.01,,287.37039,44.187988
5796186,K00651.02,,293.45612,41.048222
5471068,K06008.01,,297.55954,40.639469
5471192,K06009.01,,297.58768,40.632092
5471217,K06010.01,,297.59531,40.660728
5471769,K06011.01,,297.74551,40.67429
5471770,K06012.01,,297.74567,40.652519
5556804,K06013.01,,297.63263,40.709129
5597970,K06014.01,,283.43982,40.83622
4459068,K06114.01,,290.02435,39.563389
8107150,K07863.01,,295.0809,43.953239
4464394,K06115.01,,291.59775,39.53606
4547480,K06116.01,,287.13815,39.673592
4739229,K06118.01,,289.53336,39.836639
4739229,K06118.02,,289.53336,39.836639
8620565,K01250.02,,290.26767,44.712849
4740676,K06119.01,,289.96436,39.811352
4742420,K06120.01,,290.45026,39.862011
9655711,K06209.02,,294.444,46.335972
9727765,K06210.01,,298.06549,46.436298
9767392,K06211.01,,290.47803,46.537949
9774400,K06212.01,,293.45514,46.521751
9839081,K06213.01,,295.07114,46.68782
9974142,K06214.01,,299.87131,46.822491
9974142,K06214.02,,299.87131,46.822491
10163066,K06215.01,,298.90012,47.146481
9008103,K03283.03,,286.08908,45.369011
8780959,K03741.03,Kepler-1518 b,300.33237,44.986141
8780959,K03741.04,Kepler-1518 c,300.33237,44.986141
7429287,K04260.02,,286.39584,43.075821
11296045,K04396.04,,291.36188,49.02198
6592335,K04777.02,,287.26215,42.03231
5951416,K04781.02,,288.97574,41.279121
5769810,K04913.02,,283.6788,41.096882
5643492,K06015.01,,297.76053,40.829948
5795648,K06016.01,,293.2944,41.035351
5961350,K06017.01,,292.1745,41.290661
10340423,K00736.03,,292.19397,47.457088
5979863,K06018.01,,297.00006,41.290031
6117415,K06019.01,,289.86105,41.408192
6128027,K06020.01,,293.21854,41.417339
6146418,K06021.01,,297.7937,41.402401
4742420,K06120.02,,290.45026,39.862011
4826439,K06121.01,,289.02982,39.951889
4933476,K06122.01,,294.44336,40.06134
4990977,K06123.01,,284.34503,40.196091
5034333,K06124.01,,297.40039,40.149479
5039441,K06125.01,,298.40985,40.156792
8231299,K07874.01,,291.06418,44.170399
5121173,K06126.01,,297.16843,40.27552
5306984,K06127.01,,299.23679,40.425819
10198662,K06216.01,,287.78461,47.228043
10198662,K06216.02,,287.78461,47.228043
4157325,K01860.04,,291.55695,39.227291
10200627,K06217.01,,288.79553,47.203651
10219361,K06218.01,,296.10846,47.222279
10228942,K06219.01,,298.82739,47.25774
10341878,K06220.01,,292.76028,47.448299
10357831,K06221.01,,298.10834,47.487919
8332521,K04567.02,,301.56284,44.240391
6150977,K06022.01,,298.82443,41.435921
6182019,K06023.01,,282.68491,41.587959
6191945,K06024.01,,287.3327,41.506672
6209347,K06025.01,,293.19833,41.558311
6268722,K06026.01,,285.5184,41.660469
6301030,K06027.01,,296.29636,41.604561
10480982,K00744.02,,295.81454,47.69035
6606934,K06028.01,,292.07166,42.076382
8242769,K07875.01,,295.06631,44.162449
10964440,K01310.02,,285.66269,48.435371
5385548,K06128.01,,297.61353,40.584942
5385778,K06129.01,,297.66788,40.58028
5428657,K06130.01,,284.44101,40.625
5471617,K06131.01,,297.7027,40.68623
5471617,K06131.02,,297.7027,40.68623
5629353,K06132.01,,294.55789,40.850498
5629353,K06132.02,Kepler-1640 b,294.55789,40.850498
10363233,K06222.01,,299.61707,47.406021
10385682,K06223.01,,282.18964,47.523762
10414727,K06224.01,,295.68192,47.591881
10414727,K06224.02,,295.68192,47.591881
10483644,K06225.01,,296.6817,47.600342
4736569,K01996.02,,288.66891,39.824009
10601549,K06226.01,,292.47943,47.83461
10614158,K06227.01,,296.97522,47.886551
8505215,K00099.02,,295.43433,44.53112
10662202,K00750.03,,290.46512,47.92918
9008103,K03283.02,,286.08908,45.369011
6614926,K06029.01,,294.33139,42.093979
6628237,K06030.01,,297.47104,42.087898
6694186,K06031.01,,292.63113,42.180779
6934587,K06032.01,,286.99765,42.46516
7219906,K06033.01,,297.01459,42.789169
7257373,K06034.01,,282.05328,42.864952
7295570,K06035.01,,295.65799,42.801239
7362852,K06036.01,,291.80966,42.981609
5629353,K06132.03,,294.55789,40.850498
5641294,K06133.01,,297.31543,40.874981
5738698,K06134.01,,299.71979,40.903961
4078157,K01319.02,,296.47937,39.127571
5768927,K06135.01,,283.26172,41.08448
5814635,K06136.01,,297.83493,41.058319
5816144,K06137.01,,298.19412,41.029331
5816144,K06137.02,,298.19412,41.029331
10717220,K06228.01,Kepler-1644 b,285.47504,48.034931
10728219,K06229.01,,290.66058,48.04615
10735988,K06230.01,,293.74011,48.011501
8112324,K07867.01,,296.64764,43.995041
10971944,K06231.01,,289.90967,48.489231
10973583,K06232.01,,290.7988,48.483929
10989274,K06233.01,Kepler-1645 b,297.47946,48.418571
11099351,K06234.01,,298.27737,48.64082
11147460,K06235.01,,296.20502,48.766811
10662202,K00750.04,,290.46512,47.92918
11607193,K00983.02,,289.87411,49.68549
10743597,K00989.04,,296.38229,48.045311
4247991,K02311.03,Kepler-1185 b,287.24118,39.33276
11968463,K02433.06,,294.33847,50.33654
11968463,K02433.07,,294.33847,50.33654
11074835,K02533.03,,286.71564,48.645279
8042747,K07861.01,,296.38904,43.85051
9008737,K02768.03,,286.39862,45.343529
7373877,K06037.01,,295.03033,42.983501
5792202,K00841.04,,292.23676,41.08588
7436177,K06038.01,,289.11096,43.013641
7537945,K06039.01,,294.67804,43.199261
7624297,K06040.01,,296.45999,43.28553
8109692,K07864.01,,295.86908,43.997959
7695093,K06041.01,,295.8085,43.303108
7749318,K06042.01,,290.49683,43.49091
7777397,K06043.01,,298.84302,43.402031
5817566,K06138.01,,298.47604,41.07991
5952403,K06139.01,,289.28741,41.264809
6032730,K06141.01,,288.5929,41.307339
6116172,K06142.01,,289.48145,41.49942
6116172,K06142.02,,289.48145,41.49942
6116172,K06142.03,,289.48145,41.49942
4150539,K01330.02,,289.7261,39.272831
6182093,K06143.01,,282.71991,41.519379
9839821,K02012.02,Kepler-1052 c,295.34271,46.602261
11252617,K06236.01,,295.69138,48.90377
8245108,K07876.01,,295.81485,44.19334
11252617,K06236.02,,295.69138,48.90377
11296437,K06237.01,,291.57312,49.097771
11296437,K06237.02,,291.57312,49.097771
11341164,K06238.01,,286.72897,49.154945
11462969,K06239.01,,295.56683,49.378029
11462969,K06239.02,,295.56683,49.378029
7830321,K06044.01,,294.45444,43.500511
7841986,K06045.01,,297.73981,43.510319
7877820,K06046.01,,286.28693,43.61364
7914906,K06047.01,,298.81647,43.673321
5792202,K00841.05,,292.23676,41.08588
8019043,K06048.01,,288.08749,43.876141
8023317,K06049.01,,289.97034,43.82053
8126531,K07868.01,,300.16159,43.992931
8121067,K06050.01,,298.75574,43.964642
6197038,K06144.01,,289.30081,41.526508
6221385,K06145.01,Kepler-1641 b,296.35944,41.574532
6221385,K06145.02,Kepler-1641 c,296.35944,41.574532
6221385,K06145.03,,296.35944,41.574532
6362386,K06146.01,,291.26416,41.74884
8260269,K07877.01,,299.79675,44.163071
6449358,K06147.01,,293.89642,41.831772
6593968,K06148.01,,287.91104,42.014042
6674908,K06149.01,,286.1767,42.196529
11516930,K06240.01,,296.20621,49.47205
11558882,K06241.01,,291.73993,49.570808
11656928,K06242.01,,289.03772,49.712601
11566064,K00353.03,,295.21268,49.56218
8042835,K07862.01,,296.40967,43.876019
2853780,K02081.02,,291.72916,38.070019
11656928,K06242.02,,289.03772,49.712601
11656928,K06242.03,,289.03772,49.712601
11673686,K06243.01,,297.31537,49.706081
8153568,K06051.01,,286.90445,44.005508
8167938,K06052.01,,292.61746,44.002048
8167978,K06053.01,,292.63339,44.001839
8168581,K06054.01,,292.84973,44.060638
8230809,K06055.01,,290.89172,44.16885
8364115,K06056.01,,291.27151,44.376362
8458207,K06057.01,,300.09155,44.41481
7825899,K00896.03,,293.0614,43.58136
6946681,K06150.01,,291.19293,42.49445
4150624,K01334.02,,289.7439,39.286301
6946708,K06151.01,,291.20096,42.449989
6967278,K06152.01,,296.76535,42.404987
7108433,K06153.01,,288.82379,42.602341
7119080,K06154.01,,292.20297,42.640499
7129465,K06155.01,,295.13705,42.646999
7174617,K06156.01,,281.59381,42.710011
11724210,K06244.01,,297.02438,49.89217
11775507,K06245.01,,297.51782,49.917702
11775507,K06245.02,,297.51782,49.917702
11856178,K06246.01,,287.16504,50.113232
11867071,K06247.01,,293.48392,50.12513
11975363,K06248.01,,297.3342,50.311138
12207117,K06249.01,,290.55728,50.832722
6768394,K02086.04,,288.96124,42.265011
8580438,K06058.01,,298.38272,44.61557
8581232,K06059.01,,298.57599,44.683788
8655458,K06060.01,,301.09857,44.76059
8695779,K06061.01,,294.3335,44.870853
8953059,K06062.01,,291.84222,45.2393
9048145,K06063.01,,299.39795,45.31823
9214712,K06064.01,,290.38962,45.681438
9214715,K06065.01,,290.39124,45.68161
7190639,K06157.01,,288.72083,42.71698
7198881,K06158.01,,291.34805,42.79454
7198881,K06158.02,,291.34805,42.79454
7422883,K06159.01,,283.60733,43.004189
10545066,K00337.02,,295.68481,47.748081
7663405,K01519.02,,283.47818,43.383781
7464205,K06160.01,,296.85583,43.058311
7622059,K06161.01,,295.91998,43.28175
12367464,K06250.01,,296.41437,51.162006
12470041,K06251.01,,296.01483,51.34697
11358389,K02163.03,,295.62659,49.130428
5706595,K02183.03,,292.17114,40.916309
12885212,K02184.02,,290.17502,52.220341
8179286,K07869.01,,296.27393,44.010441
3548044,K02194.03,,292.32645,38.657581
2581191,K02203.02,,292.60025,37.832069
8168187,K02209.02,,292.71445,44.082329
9221398,K06066.01,,293.09286,45.691841
9411317,K06067.01,,294.66852,45.966431
9605514,K00945.03,,297.9516,46.264721
9418619,K06068.01,,297.18176,45.988441
9532123,K06069.01,,294.17896,46.188431
9549471,K06070.01,,299.60898,46.115662
9649222,K06071.01,,291.85846,46.386452
9664215,K06072.01,,297.35962,46.343552
7750740,K06162.01,,290.99643,43.458752
7779942,K06163.01,,299.44345,43.449886
7835312,K06164.01,,295.97079,43.52969
7835312,K06164.02,,295.97079,43.52969
7838906,K06165.01,,296.98563,43.581352
7908367,K06166.01,Kepler-1642 b,297.21216,43.643719
7908367,K06166.02,Kepler-1642 c,297.21216,43.643719
7940533,K06167.01,,283.06628,43.743591
4142847,K02210.02,Kepler-1143 c,287.30283,39.289688
9221517,K02281.02,,293.1311,45.663551
11623629,K00365.02,,297.48691,49.623451
10730703,K02327.02,,291.65778,48.009312
4665571,K02393.02,Kepler-1834 c,294.6647,39.783829
6364215,K02404.02,,291.87799,41.769581
7047363,K02432.02,,295.62469,42.545898
7289317,K02450.02,,294.00946,42.880772
9714358,K06073.01,,293.54028,46.437279
9851123,K06074.01,,298.79437,46.680771
9966115,K06075.01,,297.44794,46.884319
10026458,K06076.01,,297.25943,46.987629
10139305,K06077.01,,291.14401,47.185459
7375348,K00266.02,,295.40433,42.981422
1432789,K00992.02,,291.49942,37.05928
10288922,K06078.01,,297.15894,47.319191
12266636,K01522.02,,295.80658,50.909801
7974634,K06168.01,,296.58698,43.766918
8182107,K07870.01,,297.0672,44.0676
7974634,K06168.02,,296.58698,43.766918
7974634,K06168.03,,296.58698,43.766918
8043882,K06169.01,,296.7114,43.85815
8058507,K06170.01,,300.29269,43.811508
8095099,K06171.01,,290.91058,43.92947
8163784,K06172.01,,291.06699,44.071201
2305866,K02610.02,,292.09332,37.61348
12206313,K02714.03,Kepler-401 d,290.08276,50.86348
5184911,K02719.02,,291.18497,40.311211
6436029,K02828.02,,289.53882,41.892818
7767162,K02869.02,,296.29355,43.403271
9478990,K00423.02,,296.96027,46.034302
10793172,K02871.03,,290.20163,48.185822
10122538,K02926.03,Kepler-1388 d,283.33606,47.174541
10659313,K06079.01,,289.22275,47.913891
10710755,K06080.01,,281.9364,48.010059
10727668,K06081.01,,290.43994,48.045101
10735519,K06082.01,,293.55737,48.04174
8197767,K07871.01,,301.03964,44.036179
10935310,K06083.01,,297.91592,48.33205
11021252,K06084.01,,287.35608,48.543091
11404644,K06085.01,,292.7561,49.264561
11408935,K06086.01,,294.78079,49.273621
8165617,K06173.01,,291.74231,44.074871
8181016,K06174.01,,296.7843,44.069012
8197761,K06175.01,,301.03876,44.071098
4840513,K01541.02,,293.19507,39.90728
8223568,K06176.01,,287.9856,44.147202
8223568,K06176.02,,287.9856,44.147202
8265156,K06177.01,,301.13428,44.100128
8355178,K06178.01,,287.53177,44.30801
10122538,K02926.04,Kepler-1388 e,283.33606,47.174541
4770174,K02971.02,,297.39371,39.829041
9838804,K03028.02,,294.96246,46.676289
9020114,K03088.02,,291.16437,45.318291
6609270,K03090.02,,292.73764,42.014832
7983117,K03214.02,,298.67377,43.795479
11125797,K03371.02,Kepler-1482 b,285.31381,48.72525
9966219,K03401.02,,297.47839,46.81575
11974540,K00129.02,,297.00943,50.372318
7219825,K00238.03,,296.99863,42.78196
9958962,K00593.04,,294.98914,46.838329
11519226,K06087.01,,297.07068,49.442451
1718189,K00993.03,,290.72867,37.252651
11756821,K06088.01,,288.22913,49.904129
11769146,K06089.01,,294.81921,49.963631
11812199,K06090.01,,290.87125,50.052601
8263187,K07878.01,,300.63809,44.156269
11826400,K06091.01,,297.51343,50.07481
12010534,K06092.01,,290.02682,50.455391
2019477,K06093.01,,292.55194,37.421211
7116117,K03163.01,,291.2699,42.692009
7868092,K03169.01,,280.7475,43.601841
3337061,K03172.01,,290.03314,38.426861
9826171,K03173.01,,289.73468,46.64534
3936658,K03180.01,,285.54712,39.06329
4577484,K03181.01,,295.6828,39.618729
4735826,K03184.02,Kepler-1972 c,288.39529,39.872627
5005618,K03186.01,,290.12708,40.15947
4663658,K03187.01,,294.20782,39.789291
10467815,K03191.01,,290.81604,47.682892
10847721,K03192.01,,285.13657,48.257301
10118942,K03195.01,,281.12289,47.16489
9471539,K03198.01,,294.41833,46.038712
5482603,K03199.01,,299.87357,40.607719
2305819,K03201.01,,292.08047,37.67461
9518710,K03207.01,,288.23862,46.118061
10284575,K03210.01,,295.83194,47.39381
3342952,K03215.01,,291.65018,38.40937
10338624,K03222.01,,291.49722,47.463509
5307990,K03228.01,,299.436,40.477852
2142501,K03233.01,,286.61902,37.504044
2713018,K03235.01,,291.4325,37.93618
8413968,K03251.01,,284.01102,44.49432
9008103,K03283.01,,286.08908,45.369011
4376629,K03378.01,,294.50916,39.461109
3958301,K03381.01,,292.55002,39.023811
8211605,K03405.01,,281.60605,44.184761
11098573,K03406.01,,297.97269,48.672981
7289338,K03420.01,,294.01529,42.824371
9837586,K03442.01,,294.49814,46.691032
6021655,K03488.01,,283.42587,41.325531
8308682,K03507.01,,294.99933,44.213531
11442793,K00351.07,Kepler-90 f,284.4335,49.305161
3344427,K03764.01,,292.00238,38.4352
6205481,K03774.01,,291.98618,41.55703
4474637,K03829.01,,294.34079,39.563118
8435232,K03833.01,,293.53409,44.477085
6462874,K01231.02,,297.33563,41.89048
8218379,K01920.02,,285.12204,44.1106
11450414,K01992.03,Kepler-347 d,289.19958,49.305721
5217733,K03155.01,,298.93646,40.39175
4150611,K03156.01,,289.74249,39.267059
4150611,K03156.04,,289.74249,39.267059
5706592,K06618.01,,292.17029,40.907162
5716244,K06619.01,,294.96027,40.98698
5725851,K06620.01,,297.13116,40.921341
5731312,K06621.01,,298.25183,40.90353
5735878,K06622.01,,299.16174,40.92701
5736461,K06623.01,,299.2717,40.972389
5737869,K06624.01,,299.55539,40.996132
5771589,K06625.01,,284.58551,41.009579
8364232,K07882.01,,291.31281,44.38192
6670742,K06753.01,,284.33261,42.12709
6672229,K06754.01,,284.94107,42.113159
6676725,K06755.01,,286.92691,42.108849
6695622,K06756.01,,293.04248,42.11232
6695889,K06757.01,,293.10742,42.122589
6697716,K06758.01,,293.59467,42.143082
6697976,K06759.01,,293.6633,42.113079
6698670,K06760.01,,293.83826,42.122211
7541746,K06886.01,,295.63531,43.115688
7584778,K06887.01,,282.31512,43.266312
7588436,K06888.01,,284.17172,43.200809
7592529,K06889.01,,286.14291,43.236351
7592922,K06890.01,,286.33069,43.267929
7597703,K06891.01,,288.37411,43.294319
7602351,K06892.01,,290.12088,43.24361
7605600,K06893.01,,291.15067,43.285301
8312222,K07017.01,,296.1174,44.232841
8314801,K07018.01,,296.8732,44.241341
8316503,K07019.01,,297.29782,44.281658
8330575,K07020.01,,301.0209,44.232239
8345358,K07021.01,,282.11639,44.373489
8358008,K07022.01,,288.9664,44.35693
8362974,K07023.01,,290.85971,44.350922
8364119,K07024.01,,291.27377,44.371239
9278021,K07152.01,,290.65009,45.782429
9284741,K07153.01,,293.42542,45.760849
9286728,K07154.01,,294.15503,45.70723
9291368,K07155.01,,295.82617,45.78764
9291368,K07155.02,,295.82617,45.78764
9291748,K07156.01,,295.94705,45.741562
9301564,K07157.01,,298.80557,45.759998
9304561,K07158.01,,299.68271,45.71133
9328852,K07159.01,,284.99713,45.886688
10089123,K07283.01,,296.89828,47.081059
10091257,K07284.01,,297.50986,47.054489
10093664,K07285.01,,298.20029,47.06292
10095512,K07286.01,,298.71655,47.014519
10098534,K07287.01,,299.58353,47.022888
10129482,K07288.01,,286.84036,47.173309
10155080,K07289.01,,296.69858,47.137741
10156064,K07290.01,,296.99341,47.146648
8555967,K07894.01,,290.3031,44.678089
11198723,K07417.01,,295.70044,48.834229
11199725,K07418.01,,296.07492,48.8591
11200773,K07419.01,,296.47736,48.85371
11228612,K07420.01,,282.60721,48.96825
11232745,K07421.01,,285.47064,48.927292
11233911,K07422.01,,286.12268,48.923439
11234677,K07423.01,,286.61768,48.996811
11235323,K07424.01,,287.04657,48.993229
3765917,K04526.02,,295.96893,38.867168
3547760,K04535.02,,292.25284,38.60899
8652360,K04562.02,,300.23587,44.76952
